fragLen	geneLen	count
353	922	3
787	922	1
450	1651	7
595	1651	3
405	1651	6
322	1651	5
635	6232	5
519	6232	1
424	2843	4
642	2843	4
641	2843	1
687	2843	1
852	2843	1
510	2843	3
787	2843	1
481	2843	8
332	2843	5
658	2843	3
589	2843	2
350	2843	3
941	2843	2
526	2843	3
537	2843	2
307	2843	8
374	2843	3
316	2843	9
476	2843	4
193	2843	1
341	2843	4
355	2843	1
635	2843	2
319	2843	5
551	750	1
428	750	1
479	555	1
209	797	1
592	747	4
642	747	1
682	747	1
593	9044	4
572	9044	3
519	9044	7
723	9044	3
365	9044	5
654	9044	3
523	9044	2
303	9044	2
536	9044	3
965	9044	1
617	9044	5
310	9044	8
368	9044	6
437	9044	6
495	9044	3
385	9044	9
118	4326	1
481	4326	4
443	4326	3
306	4326	1
423	4326	1
381	4326	1
414	4326	2
213	213	11
332	1397	1
543	1397	4
515	1397	2
294	1044	8
134	1044	1
401	1044	5
810	1044	2
572	1044	8
658	2805	1
557	2662	2
522	2662	1
331	2428	6
585	2043	6
135	681	1
324	3462	2
307	3462	1
472	1546	2
301	922	3
682	922	1
301	1802	1
344	1802	1
345	1651	7
458	1651	6
431	1651	4
647	1651	1
649	1651	2
465	6232	2
460	6232	1
321	6232	3
686	6232	1
559	6232	1
626	2449	1
727	2449	1
306	2843	1
312	2843	6
861	2843	1
425	2843	3
334	2843	2
521	2843	3
340	2843	3
428	2843	6
474	2843	6
723	2843	2
479	2843	3
583	2843	2
433	2843	4
477	2843	2
615	2843	4
376	2843	3
771	2843	4
489	555	2
564	1163	2
418	1163	2
295	1163	1
518	1163	1
662	1163	1
685	1163	1
653	1163	1
676	1163	1
480	1163	1
604	747	1
629	747	2
725	747	3
297	747	2
468	747	1
363	1397	1
362	1044	31
389	1044	7
255	1523	1
380	1830	2
327	622	1
112	622	1
398	622	2
335	3865	1
439	3865	2
447	2180	3
497	3800	1
547	2428	3
488	2043	4
433	1945	1
308	1546	4
672	922	1
420	922	2
737	1651	3
612	9068	1
368	1541	6
288	1541	1
378	1541	1
361	1541	1
395	1541	2
448	2509	1
371	2509	1
419	2509	1
335	2843	10
742	2843	1
572	2843	2
367	2843	4
544	2843	2
760	2843	1
449	750	1
529	2086	1
591	1601	1
309	1601	1
381	1717	1
433	1717	3
324	1717	1
151	599	1
325	1163	2
367	1163	2
477	747	3
372	9044	4
363	9044	7
696	9044	5
728	9044	3
403	9044	11
685	9044	2
630	9044	1
553	9044	2
530	9044	2
569	9044	5
590	9044	5
331	9044	11
656	9044	4
266	9044	1
252	9044	1
450	2467	1
734	4326	1
698	4326	1
617	4326	1
467	4326	3
312	4326	3
447	4326	4
685	4326	1
376	4326	3
484	4326	6
432	2423	3
319	668	1
413	668	1
352	668	1
365	668	2
407	1044	4
464	570	1
325	3865	3
416	1453	3
157	164	1
502	2428	3
538	2428	5
801	2382	1
305	2382	1
89	507	1
679	1546	2
542	922	2
312	1802	1
454	1802	1
616	1651	4
511	6232	2
349	6232	2
377	2509	1
353	6193	5
311	2843	1
492	2843	8
462	2843	2
317	2843	4
392	921	3
394	747	2
412	747	5
309	9044	7
589	9044	2
484	9044	9
584	9044	3
378	9044	5
744	9044	3
265	9044	1
411	9044	6
577	4326	1
231	4326	1
305	4326	1
379	4326	5
353	5579	1
446	1418	2
490	1002	2
458	2408	1
360	2408	1
396	3119	1
643	5259	1
439	5259	1
658	5259	1
477	5259	2
543	784	1
352	967	2
549	967	1
480	3987	2
352	3987	3
424	3987	2
288	3987	1
504	895	1
381	1784	1
285	2141	1
441	2141	1
640	1246	1
445	1246	1
573	1246	4
438	1397	1
459	1397	2
248	1397	1
403	1044	16
583	2805	1
471	3865	1
640	3865	1
549	2043	1
324	2043	9
405	1945	1
357	2083	1
359	1546	5
331	1546	6
527	1546	1
392	1546	5
386	1546	3
344	922	3
372	1651	8
367	1651	7
364	9068	2
655	9068	1
409	6232	1
448	6232	2
236	1717	1
546	1717	2
402	1717	1
456	747	1
496	747	1
647	747	1
598	747	1
573	9044	4
492	9044	1
434	9044	7
711	9044	5
369	9044	13
738	9044	3
755	9044	1
356	9044	5
304	9044	2
520	9044	7
509	9044	8
412	9044	10
498	9044	1
707	9044	3
430	9044	8
768	4326	1
357	4326	7
399	4326	4
517	4326	4
634	4326	1
332	4326	4
295	4326	3
415	4326	3
309	4326	2
340	5579	2
470	1804	1
425	3642	3
324	1002	2
366	1002	2
613	1397	1
261	1397	3
300	1044	10
311	1044	23
251	1044	1
373	3865	2
553	3865	3
248	3865	1
612	3865	1
353	3865	1
424	939	2
185	914	1
476	2662	1
617	2662	1
422	2662	1
493	2428	8
416	2428	3
386	2043	2
380	2043	1
449	2043	5
345	2043	4
774	2043	1
636	2043	1
48	425	1
366	573	1
413	1546	4
741	1546	1
336	1546	8
321	1546	5
554	1546	2
569	1546	1
457	12831	3
205	922	2
406	1651	4
743	1651	1
351	6232	2
541	6232	5
561	6232	2
455	1541	3
259	2512	2
321	2512	1
306	340	1
409	2356	1
325	2843	4
451	2843	1
384	2843	5
531	2843	6
305	2843	1
330	2843	2
400	2843	4
527	2843	3
336	1717	3
415	1717	1
409	1163	2
376	1397	1
160	1044	5
399	1044	2
414	1044	2
800	1044	1
227	351	2
339	2805	1
267	267	2
468	2428	5
257	2428	1
363	2428	6
825	2428	1
607	2428	3
391	2428	3
299	2428	4
880	2428	1
396	2043	8
564	2043	6
753	2043	1
443	2043	6
341	2043	2
336	2043	5
755	2043	2
714	2043	1
630	2043	1
547	2043	4
621	2043	2
766	2043	2
612	2043	3
291	2043	1
368	368	3
481	681	3
439	1546	3
313	1546	6
474	1546	1
361	1546	4
311	922	4
315	922	2
419	1651	5
515	1651	8
564	1651	7
524	1651	2
613	1651	1
675	1651	4
912	1651	1
373	1651	7
267	9068	1
365	9068	4
290	9068	1
516	9068	2
307	9068	1
430	9068	1
641	9068	2
334	9068	2
471	6232	5
318	1541	2
226	1044	1
273	1044	5
392	1044	2
458	1044	1
342	2124	1
298	2124	1
502	3865	2
466	3865	1
370	2180	1
396	3800	1
412	2428	3
560	2428	4
837	2428	1
477	2043	12
675	2043	2
314	3462	2
369	1546	3
434	1546	4
428	922	2
369	922	3
328	1651	4
414	1651	4
308	1651	5
627	4077	1
615	2449	2
377	2449	3
319	2449	1
593	2449	1
665	2356	1
303	387	2
546	2843	3
472	2843	4
422	2843	4
650	2843	5
371	2843	3
660	2843	3
561	2843	1
590	2843	4
517	2843	6
439	2843	2
287	1601	2
324	747	2
417	747	3
416	9044	9
715	9044	3
510	9044	8
740	9044	2
347	4326	3
354	565	1
355	1418	1
381	1002	3
345	1002	1
548	1002	3
376	1002	2
705	5182	1
314	5182	3
463	2355	1
505	2408	2
334	2408	1
530	2408	2
334	3119	1
433	3119	1
557	3119	1
565	5259	2
456	967	2
403	2891	2
151	1397	2
405	1397	1
432	1397	4
679	1397	1
407	1397	2
185	1044	3
399	547	1
371	2805	1
530	2124	1
338	2124	1
324	3865	1
308	914	2
457	2428	6
836	2428	1
396	2428	4
476	2428	5
634	2428	12
533	2043	2
539	2043	1
573	2043	8
1046	2043	1
524	2043	1
467	681	1
541	3462	1
371	1546	3
428	1546	2
316	1546	3
650	1546	1
494	1546	2
1504	12831	1
334	1802	1
435	1651	10
277	1651	2
651	1651	1
460	1651	5
785	1651	2
357	1651	4
436	9068	2
541	9068	1
405	9068	1
504	9068	2
408	6232	2
613	6232	1
500	6232	2
533	6232	2
343	6232	2
429	6232	2
641	6232	3
708	6232	1
440	6232	3
519	1541	4
216	2512	1
337	2648	1
248	340	1
332	1111	1
294	2356	1
379	6193	2
333	6193	1
582	2843	1
807	2843	2
822	2843	1
324	2843	1
551	2843	4
486	2843	1
564	2843	5
500	2843	4
609	2843	3
382	2843	2
586	2843	3
397	2843	3
326	2843	7
444	2843	4
124	1044	2
169	1044	2
372	1044	20
283	1044	1
333	3865	1
309	2190	1
347	1546	3
374	1546	1
338	1651	6
342	1196	2
530	6193	1
380	6193	1
465	2843	2
815	2843	1
768	2843	1
600	1163	2
306	9044	4
290	9044	3
423	9044	8
627	9044	3
588	9044	6
307	4326	5
440	1002	1
305	838	1
638	1807	1
495	967	1
842	3987	1
362	3987	1
876	3987	1
259	3987	1
463	3987	1
289	3965	1
512	1784	1
662	1784	1
306	1397	2
227	1397	1
158	1044	3
187	1044	3
236	1044	5
299	1044	18
348	1044	19
253	1044	4
177	1044	1
424	1044	5
713	1044	1
317	2805	1
421	2805	1
273	1523	2
518	1523	2
382	1523	3
927	1523	1
454	2124	2
414	3865	4
1001	3865	3
632	3865	1
392	3865	3
314	2180	1
291	2180	3
625	2662	1
302	2662	2
656	2428	3
456	2428	5
289	2428	3
603	2428	1
627	2428	3
451	2428	4
681	2428	4
492	2428	6
463	2428	7
446	2428	9
313	2428	5
558	2428	1
484	2428	13
405	2428	3
625	2428	7
745	2428	3
464	2428	8
340	2428	3
555	2428	4
526	2043	4
412	2043	5
300	2043	1
518	3462	3
583	3462	1
436	3462	2
590	3462	1
873	3462	1
640	3462	1
304	2083	1
511	2083	3
370	2083	2
380	1397	2
366	1397	1
535	1397	1
108	1044	1
180	1044	2
263	1044	2
153	1044	2
669	1044	1
526	2805	1
368	1523	1
247	2662	1
646	2662	2
343	2428	12
144	456	1
315	2043	2
415	2043	1
523	2043	1
806	2043	1
495	2043	2
411	5265	1
293	1546	1
406	1546	3
380	1546	4
481	1546	3
367	922	6
383	1651	7
324	1651	5
516	1651	2
760	1651	1
581	1651	3
464	1651	7
489	1651	5
534	1651	1
446	1651	3
466	1651	5
533	2512	1
509	2512	1
409	12780	1
794	12780	1
376	12780	2
648	2356	2
582	2356	1
320	2356	1
356	1397	6
272	1397	1
227	1044	3
832	1044	6
619	1044	1
496	2805	2
497	2805	3
392	2662	2
207	296	1
312	2043	5
511	2043	3
373	2043	3
429	2043	6
365	2043	3
622	2043	4
481	2043	2
334	2043	2
588	2043	3
336	2137	2
584	3462	2
690	3462	1
315	611	2
393	1546	2
468	1546	4
312	1546	4
290	1546	3
589	922	1
416	922	3
391	1802	1
581	4077	2
706	6232	1
359	6232	1
712	2509	1
625	2509	2
412	12780	1
443	12780	3
334	6193	2
673	2843	3
121	750	1
301	750	1
302	1163	4
649	1163	2
312	1163	3
63	1389	1
601	747	1
452	747	1
325	747	1
505	747	2
305	9044	2
751	9044	2
432	9044	10
427	9044	5
733	9044	1
388	9044	6
729	9044	1
528	9044	5
540	1397	2
130	1044	2
131	1044	2
496	1044	1
822	1044	3
308	547	1
329	1453	1
391	2180	4
426	3800	1
400	3800	3
738	2428	1
799	2428	2
294	2428	3
972	2428	1
771	2043	2
27	425	2
460	3462	1
288	1546	1
368	1546	1
556	1546	2
625	12831	1
497	922	1
323	922	3
359	1651	6
515	9068	3
644	9068	2
545	6232	1
390	6232	3
637	1541	1
128	360	1
373	12780	1
370	12780	2
384	12780	1
442	6193	2
714	6193	1
456	2843	8
728	2843	5
734	2843	1
353	2843	5
417	555	1
556	1601	1
534	729	1
369	2805	2
438	3865	1
273	3865	1
411	2428	8
575	2428	1
408	3319	1
381	3319	1
738	2043	2
346	2043	12
353	2043	8
731	2043	4
574	2043	2
331	2043	9
649	2043	1
1204	1945	1
1205	1945	1
359	3462	2
436	1546	1
284	1546	1
465	1802	1
608	6232	3
348	6232	2
336	6232	6
218	6232	1
549	6232	2
391	6232	2
459	6232	4
477	6232	2
587	12780	2
560	1228	1
355	6193	1
581	2843	2
826	2843	1
423	2843	8
318	1601	1
509	1601	2
860	1601	1
507	1601	1
652	1717	1
439	747	1
547	747	1
637	747	1
475	747	1
421	747	4
502	9044	4
400	9044	9
535	9044	5
538	9044	3
804	9044	2
608	9044	2
943	9044	1
942	9044	1
351	9044	15
660	9044	7
822	9044	1
689	9044	3
464	9044	3
677	9044	1
292	9044	1
191	4326	1
482	4326	2
313	4326	3
511	5579	1
494	2423	1
311	2194	1
256	838	1
384	3865	1
247	2180	1
360	555	2
303	747	3
582	747	2
403	1002	3
330	2141	1
435	5170	2
718	1397	1
291	1044	6
600	1044	1
799	1044	2
761	1044	1
382	2805	1
380	2805	1
345	2805	1
395	1523	1
255	914	1
385	2180	2
573	2662	2
894	2662	1
466	2662	2
622	2428	2
640	2428	5
504	2428	2
599	2428	2
694	2428	1
528	2428	5
651	2043	1
376	3462	3
438	3462	1
651	1546	2
337	1546	3
379	1546	2
433	1546	2
994	12831	1
461	526	1
296	922	1
380	922	1
303	2509	1
313	703	1
571	1111	1
431	6193	3
662	6193	1
375	6193	1
292	1044	14
297	1044	14
504	4198	1
755	2428	1
826	2428	2
950	2428	1
537	2428	6
342	3462	2
557	1546	1
324	1546	3
320	1546	2
700	2356	1
326	2356	1
592	2843	2
520	2843	5
152	2843	1
767	9044	4
591	9044	5
795	9044	4
662	9044	2
604	9044	3
493	9044	4
644	9044	6
594	4326	1
519	4326	4
526	4326	3
366	4326	2
448	4326	3
343	4326	3
648	5579	1
749	5579	1
261	402	1
188	1108	1
234	1108	1
408	3642	1
196	1002	1
446	4201	1
382	5259	1
329	5259	2
647	5259	1
761	5259	1
319	1332	1
399	1332	2
495	1332	1
283	483	1
1727	1727	1
386	2614	2
598	2614	1
481	2614	1
396	967	1
416	967	1
503	1784	1
627	1784	1
477	1246	2
295	1246	2
297	1246	2
287	1044	12
438	1044	2
470	1044	1
553	1044	1
836	1044	6
779	1044	1
575	1044	8
797	1044	1
569	1044	7
825	1044	2
609	1044	1
485	2805	1
622	622	2
293	939	1
458	2662	1
1486	2662	1
1625	2662	1
1758	2662	1
515	2662	2
528	2662	1
377	2662	4
344	2662	3
517	2662	3
579	2662	1
387	2662	1
347	2428	10
533	2428	2
687	2428	1
300	2428	5
734	2428	2
409	2428	6
385	2428	6
461	2428	6
662	2428	2
862	2428	1
716	2428	2
445	2428	5
593	2428	2
532	2428	4
325	2043	2
619	2043	2
417	2083	2
504	1546	2
404	1546	9
541	1546	1
493	1546	2
671	922	1
359	922	4
327	1651	3
626	1651	1
754	1651	1
453	1651	3
696	1651	1
692	1651	4
617	1651	1
440	1651	4
511	1651	3
552	1651	6
452	1651	4
409	1651	8
513	1651	4
165	1397	1
395	1397	1
637	1044	3
747	1044	1
362	3865	3
292	2428	1
295	2428	1
667	2428	3
404	2428	8
721	2428	1
421	2043	10
552	2043	4
510	2043	7
571	2043	3
388	681	3
496	922	1
662	6232	1
593	1541	2
300	1541	1
542	2843	1
497	2843	4
322	2843	5
638	2843	1
369	2843	2
503	2843	2
225	555	1
618	747	4
503	9044	3
546	9044	1
380	9044	3
497	9044	6
505	9044	6
448	9044	6
385	1021	1
574	2423	1
333	668	1
372	402	1
329	494	1
309	1418	1
347	941	1
346	4201	1
320	4201	1
368	3119	3
326	5259	1
425	967	1
564	2891	1
330	3987	2
712	3987	1
312	3987	1
323	3987	1
382	3987	3
517	3987	1
451	3987	1
385	3987	1
538	3987	1
642	3987	2
536	3987	1
506	3987	1
342	3987	1
291	3987	1
315	821	1
604	821	1
352	895	1
121	121	1
368	3965	1
604	1784	1
520	1246	1
710	1246	1
394	5170	1
324	1397	2
135	1044	2
388	2180	2
569	2662	4
427	2662	1
471	2428	5
683	2428	7
418	2043	2
447	681	2
404	1945	1
364	1546	3
247	12831	1
317	1651	4
391	1651	7
82	6232	1
443	6232	4
764	6232	1
187	2449	2
103	6193	1
658	6193	1
396	2843	3
452	9044	6
578	9044	3
703	9044	3
504	9044	4
470	9044	3
540	9044	5
296	4326	1
483	4326	2
396	5654	3
253	494	1
349	494	2
312	1418	1
385	1002	4
429	1002	2
388	2150	2
392	3119	1
225	225	4
294	5893	1
323	967	1
805	3987	1
579	3987	1
587	2141	1
772	2141	1
560	1246	1
593	1246	4
423	1246	5
540	1246	2
625	1246	3
714	1246	1
287	1246	2
410	1044	2
478	1044	1
561	1044	7
439	1523	1
451	3865	3
644	3865	1
397	3865	1
379	939	1
504	1453	2
445	1453	2
485	1453	1
661	1453	1
394	1453	1
387	1453	1
321	2180	3
292	1110	1
317	3189	1
352	2428	3
407	2043	4
584	2043	5
597	2043	1
700	2043	2
442	2043	1
723	2043	1
313	2043	4
843	2043	2
406	1945	1
442	1945	3
825	1945	2
509	1546	4
396	12831	1
1315	12831	1
834	12831	1
1057	12831	2
412	12831	1
319	922	3
564	922	2
457	922	4
364	1651	4
330	9068	2
316	9068	1
395	9068	1
638	6232	1
760	6232	1
536	1541	1
470	2509	1
516	2509	1
565	2509	1
756	2509	1
582	2509	2
507	2509	1
410	12780	1
522	2843	2
858	2843	1
468	2843	2
412	2843	5
721	2843	1
483	2843	4
578	2843	4
1996	2843	1
709	2843	1
328	2843	7
729	2843	3
633	2843	1
1946	2843	1
291	2843	1
178	747	1
401	747	2
565	747	3
330	555	3
613	9044	3
355	9044	9
524	9044	11
295	9044	3
932	9044	1
463	9044	5
521	9044	4
664	9044	2
579	9044	2
375	9044	4
646	9044	5
507	4326	1
492	4326	2
363	4326	7
563	4326	1
358	1397	1
738	1397	1
117	1044	1
284	1044	1
891	939	1
444	2180	1
279	2428	2
573	2428	8
531	2043	3
618	2043	4
338	1546	2
366	1546	5
476	1546	1
363	922	1
540	922	2
377	12780	3
497	12780	1
504	12780	1
593	1247	1
431	2843	1
272	2843	1
743	2843	2
661	2843	5
410	1717	1
442	9044	6
507	9044	9
639	9044	3
552	9044	4
803	9044	1
444	9044	3
695	9044	2
417	3481	1
488	4326	3
309	1002	2
188	5893	1
483	483	2
325	2141	1
429	3319	1
309	2356	2
646	2356	1
556	2843	5
620	2843	2
393	9044	5
612	9044	3
799	4326	2
417	1002	1
456	1246	2
362	1246	1
337	1397	2
105	743	1
307	3865	3
324	2180	2
203	2180	1
485	2428	6
506	2043	4
439	1945	3
293	1945	1
354	1546	2
550	1546	3
556	1651	1
375	6232	2
247	6232	1
496	2224	1
191	12780	1
344	6193	1
671	2843	1
703	2843	1
262	575	1
442	555	1
402	2884	2
394	1163	1
281	9044	1
647	9044	3
592	9044	2
322	4326	3
829	4326	1
318	4326	2
480	4326	3
743	4326	1
298	4326	1
537	4326	1
420	668	1
533	1108	1
517	564	1
297	838	2
393	997	1
319	2299	1
249	721	1
325	2408	1
419	3119	2
384	3119	3
379	5259	4
476	5259	1
463	5259	1
222	225	2
409	2614	1
394	967	3
451	967	1
340	2891	1
793	1397	1
250	1044	5
119	1044	1
354	3865	3
556	2043	4
804	2043	1
277	478	1
455	922	1
536	1651	5
404	1651	4
104	104	1
517	6232	1
469	6232	2
756	6232	1
594	2224	1
379	2356	1
420	2356	1
370	2356	1
439	2356	1
593	2843	4
391	483	1
611	747	3
846	9044	1
780	9044	1
414	9044	3
513	9044	4
510	4326	2
414	543	2
316	1108	2
361	3642	1
648	1418	1
567	1002	1
434	5568	1
261	997	1
412	997	2
383	2299	1
634	2299	2
554	2299	1
722	2299	2
380	2299	2
321	2299	1
999	2299	1
269	2299	1
461	4201	1
329	2408	1
321	2408	2
352	2408	1
303	2408	1
344	2408	1
409	2408	1
492	2408	1
655	2408	1
438	2408	1
393	2408	1
408	2408	1
437	2408	3
479	2408	1
529	2408	1
559	2408	4
473	2408	1
425	2408	2
392	2408	1
368	2408	2
906	2408	1
380	2408	3
509	2408	1
385	2408	1
533	2408	1
345	2408	1
314	2408	1
335	2408	1
484	2408	2
420	2408	1
510	2408	1
542	2408	1
635	2408	1
631	2408	1
487	2408	1
304	2408	2
740	2408	1
382	2408	2
417	2408	2
428	2408	1
481	2408	2
400	2408	2
515	2408	1
323	2408	1
324	5259	1
458	5259	1
454	5259	1
525	5259	1
784	5259	1
457	5259	1
250	1332	1
427	1397	2
314	1397	1
343	372	3
320	547	2
104	547	1
654	2805	1
478	2805	1
313	2124	1
313	4198	1
381	914	6
434	2180	3
467	1110	1
642	1548	1
423	2428	7
673	2428	2
520	2043	3
223	760	2
125	681	1
238	611	1
220	573	1
400	1546	2
322	1546	6
199	303	1
499	1651	5
868	1651	2
356	1651	3
709	1651	1
444	4077	2
956	6232	1
510	6232	4
568	6232	2
604	12780	2
447	12780	4
396	6193	1
719	2843	5
392	2843	5
395	2843	3
890	2843	1
448	2843	1
416	1397	1
356	2805	2
233	2805	1
346	939	1
313	2662	1
327	2662	1
510	2662	1
601	2428	4
572	2043	4
453	2137	1
350	1945	2
565	1546	2
395	1546	2
322	922	3
619	922	1
343	1802	1
393	1802	1
293	1651	1
420	6232	2
473	6232	1
652	1541	2
338	1541	1
588	1541	2
323	1541	6
785	1541	1
311	1541	1
644	1541	1
558	1541	1
498	1541	2
343	1005	1
489	2356	1
523	2356	1
367	1228	1
521	1228	1
455	6193	1
437	6193	1
354	2843	3
419	2843	4
577	2843	3
504	750	1
402	555	2
64	295	1
408	1163	1
605	747	2
623	747	1
409	9044	9
924	9044	1
987	9044	1
859	9044	2
787	9044	1
320	9044	8
642	9044	2
757	9044	1
619	9044	4
373	9044	14
739	9044	4
658	9044	3
428	4326	2
511	4326	3
609	4326	1
518	4326	1
358	4326	2
512	4326	2
732	4326	1
408	4326	2
315	4326	4
217	402	1
370	564	1
923	1002	1
436	1002	2
501	1002	1
437	1002	1
414	1523	3
620	3865	2
370	2662	1
417	2428	11
661	2428	1
358	2043	4
453	2043	2
606	2190	1
504	2190	1
364	2224	1
628	681	1
530	3462	1
655	3462	1
475	3462	3
429	3462	2
434	3462	2
431	1546	2
679	12831	1
325	12831	1
486	12831	1
286	922	2
306	922	2
232	922	1
520	1651	5
438	6193	3
615	6193	2
853	2843	1
312	747	1
578	747	1
424	747	2
496	9044	3
666	9044	2
551	9044	6
842	9044	1
403	4326	2
375	549	2
437	1418	1
610	1418	1
605	1418	1
396	1002	1
370	838	2
380	1447	1
322	3119	1
460	3119	2
493	3119	1
705	5259	2
526	3987	1
337	3987	1
500	3987	2
671	3987	1
583	3987	2
418	3987	2
386	895	1
579	895	1
608	895	1
308	895	1
481	895	2
422	1207	1
506	1207	1
541	1784	1
671	1784	1
764	1784	1
522	2141	1
459	3472	1
396	4197	4
346	1246	1
532	1397	7
199	1044	1
157	1044	2
343	2805	1
316	3865	4
475	7365	1
421	2428	3
199	2428	1
452	2428	6
717	2428	2
263	2428	1
675	2428	2
779	2428	1
428	2428	3
349	2428	7
449	2428	4
707	2428	7
356	2428	7
548	2043	1
730	2043	1
502	2043	4
640	1546	1
353	1546	5
670	1546	1
424	1546	3
483	1546	4
507	1546	4
452	12831	2
579	12831	1
599	12831	4
2233	12831	2
2412	12831	1
382	12831	2
381	12831	3
389	922	2
326	922	1
733	1651	2
488	1651	4
699	1651	4
691	1651	1
742	9068	2
452	9068	1
449	9068	2
422	9068	1
416	6232	3
458	6232	1
283	6232	1
675	6232	1
896	6232	1
426	841	1
535	2356	1
583	2356	1
450	1206	4
459	6193	1
455	2843	4
533	2843	3
402	2843	3
373	2843	8
436	2843	7
796	2843	1
865	2843	1
602	2843	5
600	2843	1
301	2843	2
653	2843	3
570	1044	6
439	1765	1
583	1110	1
294	2043	1
599	2043	2
427	867	2
423	922	3
435	9068	1
438	1717	1
410	1163	1
340	747	4
529	9044	3
529	4326	2
588	4326	1
769	4326	2
330	4326	3
331	4326	4
262	402	1
452	549	2
337	494	3
433	2795	1
421	1002	1
284	838	2
449	3119	1
391	5259	2
786	5259	1
581	5259	1
650	3987	1
354	3987	3
325	3987	1
208	3987	1
486	895	1
626	1784	1
424	2141	1
523	2141	1
274	1246	1
473	1246	1
211	1397	1
522	1397	6
113	1044	3
276	1044	3
489	2805	3
420	2805	1
678	2124	2
278	2291	1
794	2428	2
287	2428	1
134	296	1
470	867	2
432	2083	1
294	12831	1
373	12831	1
505	922	1
611	922	1
296	1802	1
351	1651	6
761	1651	1
506	4077	2
371	6232	2
690	6232	2
697	6232	3
695	6232	1
381	6232	1
614	6232	1
496	6232	5
627	1541	2
749	1541	2
510	2509	2
282	690	1
748	6193	1
747	2843	1
571	2843	3
484	2843	7
272	555	1
497	1601	1
355	1601	2
392	1397	1
589	1044	2
503	1044	1
531	1044	1
763	1044	1
310	547	1
348	2805	1
372	2805	1
270	2805	1
419	2805	3
230	2805	1
359	2805	1
550	2805	2
408	1523	3
412	1523	1
432	1523	1
448	1523	2
334	1523	1
352	1523	2
401	455	1
261	369	3
602	2291	2
842	2291	1
374	2428	7
651	2428	1
360	2428	4
440	2428	6
780	2428	1
496	2428	6
725	2428	2
307	2428	9
371	2428	2
487	2428	7
728	2428	1
915	2428	1
856	1397	1
162	1044	1
355	1044	7
131	547	1
430	455	1
277	369	4
302	3865	2
365	939	2
310	939	1
579	1453	1
591	1453	2
422	2180	1
226	2180	1
304	2180	1
1797	2662	2
1970	2662	1
2170	2662	1
587	2662	2
417	1110	3
260	438	2
218	525	2
746	2428	1
626	2428	4
750	2428	1
897	2043	1
493	2043	2
444	2043	4
715	2043	1
610	2043	1
569	2043	4
710	2043	1
342	2083	3
443	1546	2
489	1546	3
597	1546	1
352	922	2
622	922	1
675	922	1
365	1003	2
489	1003	1
365	1651	6
369	1651	3
807	1651	1
315	4077	2
656	4077	1
619	6232	1
485	6232	1
323	6232	5
746	6232	1
638	1541	1
353	2512	2
376	2512	1
464	2648	2
680	2648	1
473	12780	2
387	12780	1
415	12780	1
357	2086	1
642	2086	2
284	2805	2
369	3865	1
455	3865	3
499	3865	1
326	2180	1
378	1110	1
456	1110	1
577	2428	2
506	2428	2
513	2428	4
353	2428	2
545	2428	8
730	2428	1
448	2428	4
323	2043	5
803	2043	2
600	2043	1
629	2043	5
343	922	4
340	1651	5
605	1651	3
545	1651	1
862	1651	2
587	1651	2
994	1651	1
585	1651	3
909	1651	1
706	1651	2
624	1651	3
622	1651	1
676	1651	6
844	1651	1
704	6232	1
366	6232	3
388	1541	2
626	1541	3
799	1541	1
617	1541	2
440	1541	6
277	1541	1
424	1541	2
507	1541	2
488	1541	1
344	1541	1
213	1397	1
269	1397	1
151	1044	1
827	1044	1
682	1044	1
118	547	1
498	2086	1
321	2805	1
292	3865	2
474	3865	3
296	2180	2
289	2180	1
457	2662	2
669	2662	1
511	2662	1
606	2428	4
517	2428	4
804	2428	1
379	2043	1
499	2043	1
519	2043	2
347	2043	1
384	517	1
495	1546	1
319	1546	2
627	1546	3
546	1546	2
544	1546	2
333	1651	5
173	1651	1
558	1651	2
788	1651	1
873	1651	1
778	1541	1
475	1541	1
553	2449	1
510	2449	3
533	2449	2
311	2449	1
240	370	1
319	455	1
428	6193	1
508	6193	1
639	6193	1
629	2843	1
725	2843	5
452	2843	2
298	2044	1
237	1044	7
112	1044	1
404	1044	3
621	1044	2
555	1044	2
824	1044	1
527	2805	2
405	939	1
302	2180	1
292	2180	2
299	2180	5
403	2662	1
412	1110	1
185	525	1
570	2043	2
403	1546	4
418	922	1
328	922	2
432	922	4
430	1651	10
651	6232	1
414	1541	2
395	1816	4
455	2509	3
313	2509	1
440	2509	1
303	2648	1
369	2356	1
361	2356	1
322	2356	2
459	2843	4
515	2843	7
493	2843	4
454	750	1
141	746	1
405	3865	1
342	2428	7
319	2428	2
623	2043	1
349	1546	3
286	4077	1
343	4077	1
369	9068	1
410	9068	3
387	387	5
573	2843	3
375	555	1
501	555	1
347	494	2
512	5259	1
421	5893	1
402	3987	2
556	3987	2
497	2141	1
228	1246	2
337	372	1
617	2043	3
491	1651	4
366	1651	3
607	1651	2
74	1941	1
204	4077	1
364	6232	4
286	6232	1
266	394	1
283	6193	1
487	6193	2
487	2843	4
608	2843	2
705	747	1
383	9044	3
680	9044	4
745	9044	1
702	9044	3
912	9044	1
760	9044	1
512	524	2
355	2467	1
576	4326	3
559	668	1
257	304	1
466	2408	1
427	2408	1
275	2408	1
361	967	1
391	967	1
816	3987	1
561	2141	1
238	1246	1
436	1246	1
521	1246	2
432	1246	1
487	1246	3
715	1246	2
849	5170	1
371	1397	1
481	1397	2
